TIMESTAMP_START,TIMESTAMP_END,FC,H,LE,PA_1_1_1,RH_1_1_1,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,VPD_1_1_1,P_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SWC_1_1_1,TS_1_1_1,USTAR,WD_1_1_1,WS_1_1_1,NEE_PI_JSZ,NEE_PI_JSZ_MAD,LE_PI_JSZ,LE_PI_JSZ_MAD,H_PI_JSZ,H_PI_JSZ_MAD
202101010830,202101010900,0.773320019245148,-20.5949592590332,12.2579698562622,93.8131332397461,80.9809265136719,2.19361996650696,0.103653900325298,1.50368201732635,1.30076897144318,0,-38.1828804016113,188.40510559082,90.4344482421875,-9999,-9999,0.451699793338776,91.5743713378906,6.32052087783813,0.773320019245148,0.773320019245148,12.2579698562622,12.2579698562622,-20.5949592590332,-20.5949592590332
202101010900,202101010930,0.788456976413727,-24.1426105499268,14.3378496170044,93.7827072143555,76.9176712036133,2.3977210521698,0.132296204566956,1.74174404144287,1.60604095458984,0,-46.8433303833008,247.218505859375,118.664886474609,-9999,-9999,0.470578610897064,91.7580871582031,6.68234920501709,0.788456976413727,0.788456976413727,14.3378496170044,14.3378496170044,-24.1426105499268,-24.1426105499268
202101010930,202101011000,0.69393402338028,-20.3393306732178,10.2328596115112,93.7640609741211,78.2628784179688,2.32926511764526,0.111933000385761,1.66184604167938,1.50377202033997,0,-35.6318588256836,253.489303588867,121.674865722656,-9999,-9999,0.482596099376678,88.5455627441406,6.64446306228638,0.69393402338028,0.69393402338028,10.2328596115112,10.2328596115112,-20.3393306732178,-20.3393306732178
202101011000,202101011030,0.979404985904694,-25.4520301818848,13.6665897369385,93.7410736083984,76.3743362426758,2.56605911254883,0.138599902391434,1.91590797901154,1.664391040802,0,-34.5507316589355,314.234985351562,150.832794189453,-9999,-9999,0.471239507198334,85.3141479492188,6.48657703399658,0.979404985904694,0.979404985904694,13.6665897369385,13.6665897369385,-25.4520301818848,-25.4520301818848
202101011030,202101011100,0.572158992290497,-23.3307495117188,13.1535701751709,93.6878967285156,75.483642578125,2.70738101005554,0.225621297955513,2.05639910697937,1.74583995342255,0,-30.8383903503418,333.522399902344,160.090759277344,-9999,-9999,0.463378489017487,95.9940795898438,6.47090196609497,0.572158992290497,0.572158992290497,13.1535701751709,13.1535701751709,-23.3307495117188,-23.3307495117188
202101011100,202101011130,0.65675300359726,-34.1662216186523,17.7191505432129,93.6103591918945,72.7011795043945,3.05339598655701,0.189829096198082,2.47428703308105,2.00148296356201,0,-38.0563011169434,445.984802246094,214.072708129883,-9999,-9999,0.550099313259125,97.5309829711914,7.1899471282959,0.65675300359726,0.65675300359726,17.7191505432129,17.7191505432129,-34.1662216186523,-34.1662216186523
202101011130,202101011200,0.626931011676788,-20.7250003814697,9.68675899505615,93.5610961914062,75.5639572143555,2.76114201545715,0.24470329284668,2.15095400810242,1.7526730298996,0,-21.4406604766846,321.211486816406,154.181518554688,-9999,-9999,0.484193295240402,92.7119064331055,6.72557020187378,0.626931011676788,0.626931011676788,9.68675899505615,9.68675899505615,-20.7250003814697,-20.7250003814697
202101011200,202101011230,0.693189978599548,-31.579610824585,14.7231302261353,93.506706237793,74.5705718994141,2.92042398452759,0.216887906193733,2.30633401870728,1.84302294254303,0,-4.29202222824097,396.1416015625,190.147964477539,-9999,-9999,0.492950201034546,95.871223449707,6.8193621635437,0.693189978599548,0.693189978599548,14.7231302261353,14.7231302261353,-31.579610824585,-31.579610824585
202101011230,202101011300,0.832001984119415,-36.8248405456543,14.6304903030396,93.4803466796875,75.5317916870117,2.99316000938416,0.231946706771851,2.35557699203491,1.77961194515228,0,15.149640083313,410.211395263672,196.901473999023,-9999,-9999,0.516806185245514,92.8742370605469,6.97393321990967,0.832001984119415,0.832001984119415,14.6304903030396,14.6304903030396,-36.8248405456543,-36.8248405456543
202101011300,202101011330,0.809467971324921,-41.4110107421875,14.7115497589111,93.4452667236328,73.8349533081055,3.28440999984741,0.195892304182053,2.62771010398865,1.93920004367828,0,9.99791622161865,248.070205688477,119.073699951172,-9999,-9999,0.524653315544128,93.9151611328125,7.01906585693359,0.809467971324921,0.809467971324921,14.7115497589111,14.7115497589111,-41.4110107421875,-41.4110107421875
202101011330,202101011400,0.748769998550415,-46.7821884155273,14.0022001266479,93.4015808105469,75.9030609130859,3.17007088661194,0.236194103956223,2.50358605384827,1.77166795730591,0,16.8588790893555,221.853302001953,106.489585876465,-9999,-9999,0.554088771343231,95.916748046875,7.22491598129272,0.748769998550415,0.748769998550415,14.0022001266479,14.0022001266479,-46.7821884155273,-46.7821884155273
202101011400,202101011430,0.755797982215881,-39.0301208496094,7.97803783416748,93.38427734375,78.0180435180664,3.01812410354614,0.162916004657745,2.32508301734924,1.59440505504608,0,25.1400203704834,218.188400268555,104.730430603027,-9999,-9999,0.507350623607635,94.390869140625,6.89772891998291,0.755797982215881,0.755797982215881,7.97803783416748,7.97803783416748,-39.0301208496094,-39.0301208496094
202101011430,202101011500,0.935033023357391,-50.596378326416,11.46755027771,93.3625106811523,76.4318466186523,3.2591450214386,0.265676289796829,2.54826402664185,1.73837697505951,0,19.1442794799805,127.134101867676,61.0243682861328,-9999,-9999,0.515683829784393,94.06787109375,7.05169677734375,0.935033023357391,0.935033023357391,11.46755027771,11.46755027771,-50.596378326416,-50.596378326416
202101011500,202101011530,0.834264993667603,-50.1063499450684,11.2076997756958,93.297248840332,74.7384796142578,3.4343249797821,0.227010101079941,2.73528409004211,1.88677096366882,0,9.05768394470215,84.480827331543,40.5507965087891,-9999,-9999,0.527482986450195,95.8424377441406,6.83461380004883,0.834264993667603,0.834264993667603,11.2076997756958,11.2076997756958,-50.1063499450684,-50.1063499450684
202101011530,202101011600,0.580164015293121,-41.0461311340332,8.13167285919189,93.2522735595703,76.5627975463867,3.22578811645508,0.183700501918793,2.50248289108276,1.72166204452515,0,2.03415989875793,30.5146102905273,14.6470127105713,-9999,-9999,0.458727896213531,94.2146606445312,6.38099908828735,0.580164015293121,0.580164015293121,8.13167285919189,8.13167285919189,-41.0461311340332,-41.0461311340332
202101011600,202101011630,0.976373970508575,-42.7224082946777,4.93713903427124,93.1796493530273,78.5444869995117,3.01043701171875,0.177540600299835,2.27078008651733,1.5501960515976,0,-19.4288196563721,4.81231498718262,2.30991125106812,-9999,-9999,0.521133124828339,96.4157104492188,6.80429220199585,0.976373970508575,0.976373970508575,4.93713903427124,4.93713903427124,-42.7224082946777,-42.7224082946777
202101011630,202101011700,0.796612977981567,-47.3974304199219,7.34260177612305,93.1715621948242,75.8193969726562,3.44334292411804,0.233780592679977,2.71069693565369,1.80304598808289,0,-23.2724704742432,0.173389598727226,0.0832270085811615,-9999,-9999,0.491616606712341,103.775703430176,6.54251384735107,0.796612977981567,0.796612977981567,7.34260177612305,7.34260177612305,-47.3974304199219,-47.3974304199219
202101011700,202101011730,0.686269998550415,-44.2911682128906,5.67936277389526,93.1435470581055,77.1079483032227,3.24747109413147,0.225952595472336,2.51632404327393,1.68363296985626,0,-18.1727905273438,0.0708186998963356,0.0339929759502411,-9999,-9999,0.484512090682983,102.731498718262,6.38490009307861,0.686269998550415,0.686269998550415,5.67936277389526,5.67936277389526,-44.2911682128906,-44.2911682128906
202101011730,202101011800,0.787752985954285,-38.783260345459,6.391930103302,93.122802734375,78.3635482788086,2.96863102912903,0.181686401367188,2.22332906723022,1.55799400806427,0,-10.8216400146484,0.0630515962839127,0.0302647668868303,-9999,-9999,0.459228605031967,95.750732421875,5.89348602294922,0.787752985954285,0.787752985954285,6.391930103302,6.391930103302,-38.783260345459,-38.783260345459
202101011800,202101011830,1.32983994483948,-53.1115798950195,11.2433300018311,93.0825805664062,75.8783264160156,3.17113995552063,0.21917000412941,2.43284797668457,1.76359498500824,0,-15.7067804336548,0.0660223215818405,0.0316907130181789,-9999,-9999,0.529272317886353,94.6358871459961,6.22087478637695,1.32983994483948,1.32983994483948,11.2433300018311,11.2433300018311,-53.1115798950195,-53.1115798950195
202101011830,202101011900,0.88883101940155,-46.2376098632812,10.417670249939,93.0665817260742,74.9740371704102,3.23796010017395,0.281990885734558,2.49818992614746,1.83871495723724,0,-16.7283096313477,0.0596257597208023,0.0286203641444445,-9999,-9999,0.510880291461945,91.8461303710938,6.48471212387085,0.88883101940155,0.88883101940155,10.417670249939,10.417670249939,-46.2376098632812,-46.2376098632812
202101011900,202101011930,0.262448996305466,-33.780200958252,9.83180618286133,93.0761413574219,68.8429183959961,4.13076496124268,0.537353515625,3.44502902030945,2.45517110824585,0,-12.6406402587891,0.0728754177689552,0.0349802002310753,-9999,-9999,0.463833302259445,108.453796386719,6.28515577316284,0.262448996305466,0.262448996305466,9.83180618286133,9.83180618286133,-33.780200958252,-33.780200958252
202101011930,202101012000,0.682999014854431,-66.4006576538086,19.5488395690918,93.0561676025391,67.1296920776367,4.29944515228271,0.29965141415596,3.64149808883667,2.61788702011108,0,-1.569993019104,0.0696759521961212,0.033444456756115,-9999,-9999,0.47698849439621,110.618797302246,6.08010005950928,0.682999014854431,0.682999014854431,19.5488395690918,19.5488395690918,-66.4006576538086,-66.4006576538086
202101012000,202101012030,0.891331970691681,-64.522216796875,19.3308296203613,93.037353515625,66.4757919311523,4.31853485107422,0.316476285457611,3.66009593009949,2.67375493049622,0,1.042072057724,0.0662471503019333,0.0317986309528351,-9999,-9999,0.429756104946136,114.078102111816,5.53614187240601,0.891331970691681,0.891331970691681,19.3308296203613,19.3308296203613,-64.522216796875,-64.522216796875
202101012030,202101012100,0.253259003162384,-71.9729614257812,24.226749420166,93.0343170166016,63.4458694458008,4.68418407440186,0.422350913286209,4.03121423721313,2.99629592895508,0,4.37102222442627,0.068072997033596,0.0326750390231609,-9999,-9999,0.444932997226715,129.091094970703,6.22953510284424,0.253259003162384,0.253259003162384,24.226749420166,24.226749420166,-71.9729614257812,-71.9729614257812
202101012100,202101012130,0.441608011722565,-58.5632705688477,19.693639755249,93.0791625976562,63.3740081787109,4.64211511611938,0.299805402755737,4.00689315795898,2.99273705482483,0,2.34036302566528,0.0669296234846115,0.0321262180805206,-9999,-9999,0.39226558804512,130.54460144043,5.55025482177734,0.441608011722565,0.441608011722565,19.693639755249,19.693639755249,-58.5632705688477,-58.5632705688477
202101012130,202101012200,0.308632999658585,-42.7337188720703,13.8870296478271,93.1323394775391,64.5606231689453,4.46478080749512,0.299982607364655,3.82700705528259,2.86007189750671,0,-1.13902795314789,0.0701264590024948,0.0336606986820698,-9999,-9999,0.269544214010239,146.389602661133,3.60290908813477,0.308632999658585,0.308632999658585,13.8870296478271,13.8870296478271,-42.7337188720703,-42.7337188720703
202101012200,202101012230,0.523133993148804,-35.1795692443848,5.16859197616577,93.1567230224609,65.5914688110352,4.92599582672119,0.510289371013641,4.22448110580444,2.85718894004822,0,1.36949300765991,0.0744664669036865,0.0357439033687115,-9999,-9999,0.257977396249771,201.439102172852,2.60543894767761,-9999,-9999,-9999,-9999,-9999,-9999
202101012230,202101012300,-9999,-9999,-9999,93.1745376586914,68.9414367675781,4.78621196746826,0.564257085323334,4.13285207748413,2.6066780090332,0,-20.9960899353027,0.050024539232254,0.02401177957654,-9999,-9999,0.241985395550728,205.493606567383,2.41953611373901,-9999,-9999,-9999,-9999,-9999,-9999
202101012300,202101012330,-9999,-9999,-9999,93.2045135498047,-9999,4.1168417930603,0.339641094207764,3.11583805084229,-9999,-9999,-24.8437194824219,0.0312942489981651,0.0150212394073606,-9999,-9999,0.209420099854469,166.603103637695,2.24061799049377,-9999,-9999,-9999,-9999,-9999,-9999
202101012330,202101020000,-9999,-9999,-9999,93.2257080078125,-9999,3.80453491210938,0.345965892076492,2.77393293380737,-9999,-9999,-21.607759475708,0.0443160496652126,0.0212717037647963,-9999,-9999,0.184325903654099,148.439102172852,2.29372811317444,-9999,-9999,-9999,-9999,-9999,-9999
202101020000,202101020030,-9999,-9999,-9999,93.2416763305664,-9999,4.3236870765686,0.299650698900223,3.14826107025146,-9999,-9999,-27.4124202728271,0.0596235804259777,0.0286193192005157,-9999,-9999,0.299912095069885,197.801605224609,2.71960210800171,-9999,-9999,-9999,-9999,-9999,-9999
202101020030,202101020100,-9999,-9999,-9999,93.2502822875977,-9999,3.83239006996155,0.283987402915955,2.48447608947754,-9999,0,-6.56225109100342,0.0616805218160152,0.0296066496521235,-9999,-9999,0.144251495599747,179.177795410156,1.37674200534821,-9999,-9999,-9999,-9999,-9999,-9999
202101020100,202101020130,-9999,-9999,-9999,93.2613372802734,-9999,3.69102001190186,0.41595470905304,2.15125298500061,-9999,-9999,-3.09129500389099,0.0694481804966927,0.0333351269364357,-9999,-9999,0.0932589471340179,166.420593261719,1.02457499504089,-9999,-9999,-9999,-9999,-9999,-9999
202101020130,202101020200,-9999,-9999,-9999,93.2934722900391,-9999,3.70138597488403,0.309032589197159,2.4901659488678,-9999,0,-6.03506183624268,0.0726469233632088,0.0348705239593983,-9999,-9999,0.116272002458572,155.78840637207,0.697855174541473,-9999,-9999,-9999,-9999,-9999,-9999
202101020200,202101020230,-9999,-9999,-9999,93.2981262207031,-9999,3.40870308876038,0.468907594680786,2.37259602546692,-9999,0,-14.8627300262451,0.0694493874907494,0.033335704356432,-9999,-9999,0.132175207138062,150.481597900391,1.46318197250366,-9999,-9999,-9999,-9999,-9999,-9999
202101020230,202101020300,-9999,-9999,-9999,93.3082275390625,100,2.71339797973633,0.216802000999451,1.80227994918823,-9999,0,-14.7127103805542,0.0619108006358147,0.0297171846032143,-9999,-9999,0.192410200834274,132.164199829102,1.74395000934601,-9999,-9999,-9999,-9999,-9999,-9999
202101020300,202101020330,0.385015994310379,-25.1322002410889,1.84048497676849,93.3084335327148,98.1650085449219,2.63452196121216,0.301308006048203,1.77887105941772,0.128771096467972,0,-18.1385593414307,0.0669376328587532,0.0321300625801086,-9999,-9999,0.289522886276245,118.885597229004,2.25284600257874,0.385015994310379,0.385015994310379,1.84048497676849,1.84048497676849,-25.1322002410889,-25.1322002410889
202101020330,202101020400,1.47666001319885,-27.9612407684326,-9999,93.3019866943359,95.8377532958984,2.68415689468384,0.322254598140717,1.85760998725891,0.293514102697372,0,-24.485689163208,0.059856079518795,0.0287309177219868,-9999,-9999,0.297936707735062,125.140701293945,1.70804405212402,1.47666001319885,1.47666001319885,-9999,-9999,-27.9612407684326,-27.9612407684326
202101020400,202101020430,0.584511995315552,-9.42751312255859,1.06692504882812,93.2931365966797,94.5437622070312,2.6196129322052,0.25288450717926,1.79477298259735,0.381769508123398,0,-18.3256492614746,0.0598567090928555,0.0287312194705009,-9999,-9999,0.152704194188118,162.596694946289,1.32154595851898,-9999,-9999,-9999,-9999,-9999,-9999
202101020430,202101020500,0.642232000827789,-18.7632293701172,7.66276597976685,93.2615814208984,92.4841079711914,2.63531303405762,0.226201802492142,1.85149097442627,0.527247190475464,0,-34.5204582214355,0.0523178204894066,0.0251125544309616,-9999,-9999,0.355116605758667,101.175102233887,2.44941306114197,0.642232000827789,0.642232000827789,7.66276597976685,7.66276597976685,-18.7632293701172,-18.7632293701172
202101020500,202101020530,0.865989983081818,-18.8374805450439,2.12937998771667,93.3208923339844,91.8860931396484,2.5086669921875,0.201834604144096,1.71572804450989,0.563771724700928,0,-36.2547607421875,0.0630562901496887,0.0302670188248158,-9999,-9999,0.237621605396271,128.170394897461,2.20969700813293,0.865989983081818,0.865989983081818,2.12937998771667,2.12937998771667,-18.8374805450439,-18.8374805450439
202101020530,202101020600,1.27508997917175,-16.4098091125488,1.4789229631424,93.4037475585938,90.1165313720703,2.61287689208984,0.215275704860687,1.83299195766449,0.693048179149628,0,-22.2338790893555,0.0699108764529228,0.0335572212934494,-9999,-9999,0.186978802084923,134.514602661133,2.07938599586487,1.27508997917175,1.27508997917175,1.4789229631424,1.4789229631424,-16.4098091125488,-16.4098091125488
202101020600,202101020630,0.216940999031067,-8.72885417938232,1.52337598800659,93.4283676147461,90.4477081298828,2.56117105484009,0.160653606057167,1.74816203117371,0.665021479129791,0,-29.8462200164795,0.0646563693881035,0.0310350582003593,-9999,-9999,0.0922674685716629,159.818206787109,1.20805203914642,-9999,-9999,-9999,-9999,-9999,-9999
202101020630,202101020700,0.790444016456604,-22.4453296661377,2.01084494590759,93.4415130615234,87.9892272949219,2.66450691223145,0.20934009552002,1.8530650138855,0.842976629734039,0,-59.3083801269531,0.0703682005405426,0.0337767377495766,-9999,-9999,0.245972499251366,118.676200866699,1.97213101387024,0.790444016456604,0.790444016456604,2.01084494590759,2.01084494590759,-22.4453296661377,-22.4453296661377
202101020700,202101020730,0.639647006988525,-26.5249290466309,1.38946402072906,93.4400863647461,85.124153137207,2.82147407531738,0.280502110719681,2.06781697273254,1.0597620010376,0,-58.951301574707,2.08208394050598,0.999400317668915,-9999,-9999,0.247351795434952,124.803901672363,2.18937802314758,0.639647006988525,0.639647006988525,1.38946402072906,1.38946402072906,-26.5249290466309,-26.5249290466309
202101020730,202101020800,0.386913001537323,-21.7889499664307,4.59242677688599,93.4745101928711,86.1480407714844,2.77992010116577,0.223121598362923,2.06062293052673,0.986716210842133,0,-25.6365699768066,22.0952301025391,10.6057100296021,-9999,-9999,0.309602200984955,108.966003417969,3.18319296836853,0.386913001537323,0.386913001537323,4.59242677688599,4.59242677688599,-21.7889499664307,-21.7889499664307
202101020800,202101020830,0.786647021770477,-25.8608894348145,5.59618520736694,93.4951324462891,85.336669921875,2.86194610595703,0.267546802759171,2.1244421005249,1.04993295669556,0,-18.4529991149902,57.8713989257812,27.7782707214355,-9999,-9999,0.339832186698914,101.591300964355,3.46732497215271,0.786647021770477,0.786647021770477,5.59618520736694,5.59618520736694,-25.8608894348145,-25.8608894348145
202101020830,202101020900,0.691974997520447,-19.8776302337646,5.79933404922485,93.519416809082,83.2989273071289,3.12180399894714,0.192776098847389,2.40090990066528,1.21818697452545,0,-15.721079826355,86.1829223632812,41.3678016662598,-9999,-9999,0.340152114629745,99.2435913085938,3.5387909412384,0.691974997520447,0.691974997520447,5.79933404922485,5.79933404922485,-19.8776302337646,-19.8776302337646
202101020900,202101020930,0.209499001502991,-20.6014804840088,5.5069899559021,93.5378570556641,82.325080871582,3.2943971157074,0.288249313831329,2.57199692726135,1.30712997913361,0,-8.49767017364502,116.519203186035,55.9292182922363,-9999,-9999,0.268058210611343,126.885299682617,3.3770649433136,0.209499001502991,0.209499001502991,5.5069899559021,5.5069899559021,-20.6014804840088,-20.6014804840088
202101020930,202101021000,0.449241995811462,-24.6494293212891,5.44426584243774,93.5302734375,77.3849334716797,3.63165903091431,0.146102800965309,2.96893501281738,1.7170490026474,0,-1.5618439912796,164.426498413086,78.9247207641602,-9999,-9999,0.275088310241699,135.826705932617,3.51727199554443,0.449241995811462,0.449241995811462,5.44426584243774,5.44426584243774,-24.6494293212891,-24.6494293212891
202101021000,202101021030,0.271605014801025,-25.6336307525635,13.099479675293,93.5378112792969,83.4282379150391,3.71961402893066,0.1654943972826,3.04414010047913,1.26353096961975,0,4.88965082168579,225.154403686523,108.074111938477,-9999,-9999,0.297842413187027,133.270294189453,3.62565088272095,0.271605014801025,0.271605014801025,13.099479675293,13.099479675293,-25.6336307525635,-25.6336307525635
202101021030,202101021100,-9999,-26.6124496459961,8.54993724822998,93.4914169311523,86.6827697753906,3.89308905601501,0.205498799681664,3.22510004043579,1.03018999099731,0,10.6524095535278,244.344604492188,117.28540802002,-9999,-9999,0.268050193786621,130.591400146484,3.27129006385803,-9999,-9999,8.54993724822998,8.54993724822998,-26.6124496459961,-26.6124496459961
202101021100,202101021130,0.554489970207214,-18.2830200195312,4.93389415740967,93.451530456543,85.4569396972656,3.98553609848022,0.286783993244171,3.34650301933289,1.13573205471039,0,28.3716907501221,240.534606933594,115.456611633301,-9999,-9999,0.190646797418594,139.593399047852,2.27103805541992,0.554489970207214,0.554489970207214,4.93389415740967,4.93389415740967,-18.2830200195312,-18.2830200195312
202101021130,202101021200,-9999,-9999,-9999,93.4569473266602,82.737922668457,4.90975189208984,0.356543213129044,4.20193815231323,1.43251502513885,0,-4.39824914932251,239.013595581055,114.726524353027,-9999,-9999,0.459046810865402,198.826797485352,3.09854006767273,-9999,-9999,-9999,-9999,-9999,-9999
202101021200,202101021230,-9999,-9999,-9999,93.4191970825195,97.7143630981445,4.5179328918457,0.371367514133453,3.97309398651123,0.189223304390907,0,29.1454296112061,259.213012695312,124.422248840332,-9999,-9999,0.373803704977036,194.726501464844,1.30040502548218,-9999,-9999,-9999,-9999,-9999,-9999
